Price,Area,Location,City,No_of_Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,Security,PowerBackup
67620,1380,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
54880,1120,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
54780,1118,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
74380,1518,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
67910,1386,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
59970,1224,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
66540,1358,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
59870,1222,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
70069.99,1430,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
35670,728,JP Nagar Phase 8,Bangalore,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
60510,1235,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
70260,1434,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
59380,1212,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
62370,1273,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
59780,1220,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
56200,1147,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
61490,1255,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
71930,1468,JP Nagar Phase 8,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
61930,1264,JP Nagar Phase 8,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
93690,1735,Anjanapura,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
80730,1495,Anjanapura,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
91800,1700,Anjanapura,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
70280,1440,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
61480,1245,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
73440,1510,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
64190,1305,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
55840,1120,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
63740,1295,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
60580,1225,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
69830,1430,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
63960,1300,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
71630,1470,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
62830,1275,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
68930,1410,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
56740,1140,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
69150,1415,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
70959.99,1455,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
73890,1520,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
62160,1260,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
74120,1525,Gottigere,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
56060,1125,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
61930,1255,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
56510,1135,Gottigere,Bangalore,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
355000,2936,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
113999.99,1597,Hosa Road,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
108000,1514,Hosa Road,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
102000,1431,Hosa Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
98000,1365,Hosa Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
79000,1205,Varthur,Bangalore,2,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1
65700,1007,Varthur,Bangalore,2,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1
227999.99,2243,Uttarahalli,Bangalore,3,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
212000,2051,Uttarahalli,Bangalore,3,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
72000,1350,Budigere Cross,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1
65000,1225,Budigere Cross,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1
62000,1165,Budigere Cross,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1
47320,1315,Sarjapur,Bangalore,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
47500,1320,Sarjapur,Bangalore,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
44980,1250,Sarjapur,Bangalore,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
48700,1290,Sarjapur,Bangalore,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
46420,1290,Sarjapur,Bangalore,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
49120,1365,Sarjapur,Bangalore,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
53980,1500,Sarjapur,Bangalore,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
43180,1200,Sarjapur,Bangalore,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
30100,1075,Attibele,Bangalore,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
24360,870,Attibele,Bangalore,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
28000,1000,Attibele,Bangalore,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
33880,1210,Attibele,Bangalore,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
25200,900,Attibele,Bangalore,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
108000,1745,Begur,Bangalore,3,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
88680,1417,Begur,Bangalore,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
113999.99,1814,Begur,Bangalore,3,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
93660,1503,Begur,Bangalore,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
112000,1814,JP Nagar Phase 9,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
98880,1595,JP Nagar Phase 9,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
108000,1759,JP Nagar Phase 9,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
255000,1839,Koramangala,Bangalore,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
340000,2461,Koramangala,Bangalore,4,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
175000,1249,Koramangala,Bangalore,2,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
345000,2503,Koramangala,Bangalore,4,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
195000,1385,Koramangala,Bangalore,2,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
71000,1286,Nelamangala,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
64000,1163,Nelamangala,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
55000,966,Nelamangala,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
43000,814,Nelamangala,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
38000,708,Nelamangala,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
260000,3360,ITPL,Bangalore,4,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
186000,2210,ITPL,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
173000,1930,ITPL,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
171000,1890,ITPL,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
118000,1330,ITPL,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
73410,1635,Kanakapura Road Beyond Nice Ring Road,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
63980,1425,Kanakapura Road Beyond Nice Ring Road,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
58370,1300,Kanakapura Road Beyond Nice Ring Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
45120,1005,Kanakapura Road Beyond Nice Ring Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
669000,4600,Hebbal,Bangalore,4,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
1706000,8331,Hebbal,Bangalore,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
1823000,8902,Hebbal,Bangalore,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
743000,5112,Hebbal,Bangalore,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
601000,6500,Hebbal,Bangalore,4,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
360000,3900,Hebbal,Bangalore,4,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
360000,3895,Hebbal,Bangalore,4,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
522000,5654,Hebbal,Bangalore,4,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
508000,5500,Hebbal,Bangalore,4,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
496000,4622,JP Nagar Phase 4,Bangalore,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
464000,4322,JP Nagar Phase 4,Bangalore,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
640000,4400,Hebbal,Bangalore,4,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
611000,4200,Hebbal,Bangalore,3,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
1986000,9700,Hebbal,Bangalore,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
534000,3670,Hebbal,Bangalore,3,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
2027000,9900,Hebbal,Bangalore,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
1700000,8300,Hebbal,Bangalore,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
1577000,7700,Hebbal,Bangalore,4,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
567000,3897,Hebbal,Bangalore,3,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
65940,1570,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
59220,1410,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
66360,1580,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
67620,1610,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
50190,1195,Electronic City Phase 1,Bangalore,2,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
66780,1590,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
67200,1600,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
50400,1200,Electronic City Phase 1,Bangalore,2,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
65730,1565,Electronic City Phase 1,Bangalore,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
83530,1638,Nagarbhavi,Bangalore,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
80780,1584,Nagarbhavi,Bangalore,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
65680,1288,Nagarbhavi,Bangalore,2,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
77569.99,1521,Nagarbhavi,Bangalore,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
72520,1422,Nagarbhavi,Bangalore,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
69709.99,1367,Nagarbhavi,Bangalore,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
87490,1839,Talaghattapura,Bangalore,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
68700,1419,Talaghattapura,Bangalore,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
82430,1726,Talaghattapura,Bangalore,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
195000,2597,Harlur,Bangalore,4,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
63310,1447,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
185000,2569,Harlur,Bangalore,4,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
97300,2219,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
66410,1525,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
75209.99,1727,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
111000,1274,Konanakunte,Bangalore,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
142000,1588,Konanakunte,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
57390,1300,Electronic City Phase 2,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
105000,1204,Konanakunte,Bangalore,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
66670,1531,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
191000,2140,Konanakunte,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
71770,1375,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
68319.99,1309,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
61380,1176,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
71510,1370,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
96200,1843,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
68900,1320,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
96100,1841,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
101000,1950,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
81370,1559,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
87490,1839,Talaghattapura,Bangalore,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
78190,1498,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
68700,1419,Talaghattapura,Bangalore,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
93960,1800,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
82430,1726,Talaghattapura,Bangalore,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
87120,1669,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
69940,1340,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
69890,1339,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
86490,1657,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
97090,1860,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
86650,1660,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
93850,1798,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
69530,1332,Anjanapura,Bangalore,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
86910,1665,Anjanapura,Bangalore,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
51020,1179,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
51370,1188,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
52440,1215,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
52790,1224,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
57000,1414,Anagalapura Near Hennur Main Road,Bangalore,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
50700,935,Budigere Cross,Bangalore,2,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
61830,1350,Budigere Cross,Bangalore,3,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
61830,1350,Budigere Cross,Bangalore,3,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
56100,1225,Budigere Cross,Bangalore,2,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
56100,1225,Budigere Cross,Bangalore,2,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
54130,1030,Kumbalgodu,Bangalore,2,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
109000,905,Chikkagubbi on Hennur Main Road,Bangalore,3,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
105000,972,Chikkagubbi on Hennur Main Road,Bangalore,3,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
95000,1270,Harlur,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
125000,1550,Harlur,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
120000,1550,Harlur,Bangalore,3,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
104000,1460,Harlur,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
135000,1830,Harlur,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
34470,985,Bommasandra,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
57970,1414,Anagalapura Near Hennur Main Road,Bangalore,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
82160,1467,Harlur,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
116000,2067,Harlur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
101000,1808,Harlur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
88640,1085,Harlur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
80190,1050,Harlur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
640000,2772,Richmond Town,Bangalore,3,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1
46110,1048,Varthur,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
62210,1428,Varthur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
53800,1255,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
76319.99,1482,Jakkur,Bangalore,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
66120,1284,Jakkur,Bangalore,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
54430,1057,Jakkur,Bangalore,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
180000,1800,Jayanagar,Bangalore,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
62000,1400,Subramanyapura,Bangalore,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359000,1998,Domlur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
249000,1388,Domlur,Bangalore,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
269000,1498,Domlur,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
194000,1078,Domlur,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
80000,1265,Electronic City Phase 1,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
274000,2187,Bellandur,Bangalore,4,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
150000,1196,Bellandur,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
82000,1600,Kanakapura Road Beyond Nice Ring Road,Bangalore,3,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
75000,1480,Kanakapura Road Beyond Nice Ring Road,Bangalore,3,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
65000,1172,Kanakapura Road Beyond Nice Ring Road,Bangalore,2,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
60000,1135,Chikkalasandra,Bangalore,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90000,1885,Yelahanka,Bangalore,3,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
69000,1440,Yelahanka,Bangalore,3,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
69500,1392,Avalahalli Off Sarjapur Road,Bangalore,2,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
67110,1320,Avalahalli Off Sarjapur Road,Bangalore,3,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
42090,771,Avalahalli Off Sarjapur Road,Bangalore,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
54780,1128,Avalahalli Off Sarjapur Road,Bangalore,2,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
32670,568,Avalahalli Off Sarjapur Road,Bangalore,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
111000,2221,Avalahalli Off Sarjapur Road,Bangalore,4,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
67310,1268,Avalahalli Off Sarjapur Road,Bangalore,2,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
63850,1272,Avalahalli Off Sarjapur Road,Bangalore,2,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
108000,2147,Avalahalli Off Sarjapur Road,Bangalore,4,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
92780,1275,Bommanahalli,Bangalore,2,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
98590,1360,Bommanahalli,Bangalore,3,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
148000,2616,Devanahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
74000,1323,Devanahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
72000,1207,Devanahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
45000,792,Devanahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
45530,800,Devanahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
215000,2976,Hulimavu,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
213000,2916,Hulimavu,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
162000,2254,Hulimavu,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
160000,2212,Hulimavu,Bangalore,3,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1
160000,2212,Hulimavu,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
45180,795,Devanahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
288000,3963,Hulimavu,Bangalore,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
285000,3891,Hulimavu,Bangalore,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
112999.99,2180,Begur,Bangalore,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112999.99,2180,Begur,Bangalore,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95160,1830,Begur,Bangalore,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101000,1960,Begur,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73319.99,1410,Begur,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98020,1885,Begur,Bangalore,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65260,1255,Begur,Bangalore,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65260,1255,Begur,Bangalore,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110000,1805,Begur,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110000,1805,Begur,Bangalore,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72000,1207,Devanahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1
61000,1043,Devanahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
243000,2563,JP Nagar Phase 4,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
241000,2536,JP Nagar Phase 4,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
236000,2482,JP Nagar Phase 4,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
116000,1615,Bommanahalli,Bangalore,3,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
209000,2200,JP Nagar Phase 4,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
